gene	protein_accession	aro_index	count	rpob_Normalization	rpob_count	sample
CMY-41	BAG14343.1	ARO:3002052	1	3.484630678630551e-05	95752	R12_S11_arg_short
CMY-50	CBI75447.1	ARO:3002061	1	3.484630678630551e-05	95752	R12_S11_arg_short
CMY-59	BAJ17544.1	ARO:3002069	2	6.722873329479144e-05	95752	R12_S11_arg_short
CMY-61	AEM97673.1	ARO:3002074	1	3.493776690910421e-05	95752	R12_S11_arg_short
CMY-70	AFU25635.1	ARO:3002083	1	3.484630678630551e-05	95752	R12_S11_arg_short
CMY-74	AFU25632.1	ARO:3002087	1	3.484630678630551e-05	95752	R12_S11_arg_short
CMY-79	AFK73446.1	ARO:3002092	2	6.969261357261102e-05	95752	R12_S11_arg_short
CMY-86	AHL39327.1	ARO:3002099	1	3.484630678630551e-05	95752	R12_S11_arg_short
CMY-90	CCK86743.1	ARO:3002103	1	3.484630678630551e-05	95752	R12_S11_arg_short
CMY-98	AGH70380.1	ARO:3002111	1	3.530845939620346e-05	95752	R12_S11_arg_short
CRD3-1	WP_122630831.1	ARO:3006864	1	4.378713550121284e-05	95752	R12_S11_arg_short
CRP	BAE77933.1	ARO:3000518	395	0.02491923806154331	95752	R12_S11_arg_short
CTX-M-229	WP_148044411.1	ARO:3005652	1	4.5743261829445724e-05	95752	R12_S11_arg_short
CTX-M-241	WP_188331867.1	ARO:3005664	1	4.5900997215064496e-05	95752	R12_S11_arg_short
CTX-M-4	CAA74573.1	ARO:3001867	3	0.00013675982046954148	95752	R12_S11_arg_short
CblA-1	ACT97415.1	ARO:3002999	27	0.001210117199306246	95752	R12_S11_arg_short
CepA-29	WP_063865204.1	ARO:3006224	4	0.0001768942085364612	95752	R12_S11_arg_short
CepA-49	WP_008659027.1	ARO:3006226	1	4.42235521341153e-05	95752	R12_S11_arg_short
CepS	CAA56561.1	ARO:3003553	5	0.0001737766213102964	95752	R12_S11_arg_short
CfxA2	AAD23513.1	ARO:3003002	118	0.004878050076706544	95752	R12_S11_arg_short
CfxA3	AAL79549.2	ARO:3003003	7	0.00028937585200801533	95752	R12_S11_arg_short
CfxA4	AAV37205.1	ARO:3003005	3	0.0001240182222891494	95752	R12_S11_arg_short
CfxA6	ACT97371.1	ARO:3003097	76	0.0030471625862048845	95752	R12_S11_arg_short
DES-1	AAM45855.1	ARO:3004780	5	0.00020478906449798007	95752	R12_S11_arg_short
DHA-28	WP_128268236.1	ARO:3006469	1	3.5029708400970276e-05	95752	R12_S11_arg_short
DfrA36	WP_000949574.1	ARO:3005348	4	0.0002716589631095654	95752	R12_S11_arg_short
DfrB9	WP_071846200.1	ARO:3005350	2	0.00033699466309794186	95752	R12_S11_arg_short
EC-13	WP_063860228.1	ARO:3006874	19	0.0006690859646957814	95752	R12_S11_arg_short
EC-19	WP_063860263.1	ARO:3006879	3	0.00010564515232038654	95752	R12_S11_arg_short
ESP-1	AJP77085.1	ARO:3003717	2	9.148652365889145e-05	95752	R12_S11_arg_short
Eclo_acrA	ABG77965.1	ARO:3004042	69	0.0023077360660136697	95752	R12_S11_arg_short
Ecol_acrA	AAC73565.1	ARO:3004043	44	0.0014715998102116155	95752	R12_S11_arg_short
Ecol_ampC_BLA	AAC77110.1	ARO:3004290	21	0.0007395160662427057	95752	R12_S11_arg_short
Ecol_emrE	CAA77936.1	ARO:3004039	57	0.006835526882567713	95752	R12_S11_arg_short
Ecol_mdfA	AFH35853.1	ARO:3001328	112	0.003627407273832834	95752	R12_S11_arg_short
EreA	AAO38247.1	ARO:3000361	5	0.0001635293512576008	95752	R12_S11_arg_short
EreA2	AAC78336.1	ARO:3002826	26	0.0008461944229867637	95752	R12_S11_arg_short
EreB	CAA27626.1	ARO:3000363	21	0.0006655644596184352	95752	R12_S11_arg_short
EreD	AKO71461.1	ARO:3004608	63	0.0020503941787756194	95752	R12_S11_arg_short
Erm(35)	AAK07612.2	ARO:3000604	49	0.0024428957693860168	95752	R12_S11_arg_short
Erm(36)	AAL68827.1	ARO:3000605	1	4.720315316442803e-05	95752	R12_S11_arg_short
Erm(50)	BBJ25230.1	ARO:3007032	3	0.00015126464991328074	95752	R12_S11_arg_short
ErmB	AAF86219.1	ARO:3000375	35	0.0018710647459152796	95752	R12_S11_arg_short
ErmF	AAA88675.1	ARO:3000498	400	0.01994200628070218	95752	R12_S11_arg_short
ErmG	AAC37034.1	ARO:3000522	31	0.0016842855712793053	95752	R12_S11_arg_short
EstT	UXD71803.1	ARO:3007459	10	0.00043359248183611414	95752	R12_S11_arg_short
FAR-1	AAB81957.1	ARO:3004784	1	4.466875567908961e-05	95752	R12_S11_arg_short
FONA-2	CAB61637.1	ARO:3004789	2	8.994114319168043e-05	95752	R12_S11_arg_short
FONA-3	CAB61639.1	ARO:3004790	1	4.497057159584022e-05	95752	R12_S11_arg_short
FONA-6	CAB61645.1	ARO:3004793	1	4.497057159584022e-05	95752	R12_S11_arg_short
FONA-7	QGF22214.1	ARO:3008177	2	8.994114319168043e-05	95752	R12_S11_arg_short
FOX-10	AGE45503.1	ARO:3002162	3	0.00010426597278617784	95752	R12_S11_arg_short
FOX-12	WP_063860495.1	ARO:3002165	9	0.0003152673756087325	95752	R12_S11_arg_short
FOX-13	WP_063860496.1	ARO:3006471	4	0.0001390212970482371	95752	R12_S11_arg_short
FOX-16	WP_109545066.1	ARO:3006474	1	3.4755324262059276e-05	95752	R12_S11_arg_short
FOX-18	QVO43832.1	ARO:3008180	1	3.4755324262059276e-05	95752	R12_S11_arg_short
FOX-2	CAA71325.1	ARO:3002156	5	0.0001737766213102964	95752	R12_S11_arg_short
FOX-21	BDT38924.1	ARO:3008183	4	0.0001390212970482371	95752	R12_S11_arg_short
FOX-3	CAA71947.1	ARO:3002157	3	0.00010426597278617784	95752	R12_S11_arg_short
FOX-4	CAB89086.1	ARO:3002158	1	3.4755324262059276e-05	95752	R12_S11_arg_short
FOX-8	ADK73994.1	ARO:3002161	1	3.4755324262059276e-05	95752	R12_S11_arg_short
FosA2	ACC85616.1	ARO:3002804	7	0.0006561903122998657	95752	R12_S11_arg_short
FosA6	AMQ12811.1	ARO:3004111	10	0.0009508063708834788	95752	R12_S11_arg_short
FosA8	QEI22965.1	ARO:3007371	1	9.37414731856951e-05	95752	R12_S11_arg_short
FosH	ADF48907.1	ARO:3007369	8	0.0007947038323802212	95752	R12_S11_arg_short
FosI	AFJ38137.1	ARO:3007370	24	0.002366451411976659	95752	R12_S11_arg_short
FosXCC	AIF29598.1	ARO:3003208	1	9.37414731856951e-05	95752	R12_S11_arg_short
GES-12	CBG22732.1	ARO:3002341	3	0.00013865926242050732	95752	R12_S11_arg_short
GES-14	ADC91899.1	ARO:3002343	16	0.0007395160662427057	95752	R12_S11_arg_short
GES-18	AEX59144.1	ARO:3002347	5	0.00023109877070084554	95752	R12_S11_arg_short
GES-20	AEZ05108.1	ARO:3002349	1	4.621975414016911e-05	95752	R12_S11_arg_short
GES-21	AFK80745.1	ARO:3002350	77	0.0035589210687930212	95752	R12_S11_arg_short
GES-3	BAD06399.1	ARO:3002332	1	4.621975414016911e-05	95752	R12_S11_arg_short
GES-34	WP_102607460.1	ARO:3006163	1	4.621975414016911e-05	95752	R12_S11_arg_short
GPC-1	AWB15813.1	ARO:3005096	1	4.466875567908961e-05	95752	R12_S11_arg_short
H-NS	BAB35162.1	ARO:3000676	56	0.005401682570816285	95752	R12_S11_arg_short
HelR	CCA59315.1	ARO:3007208	1	1.8411188371187694e-05	95752	R12_S11_arg_short
ICR-Mo	WP_082741435.1	ARO:3004569	55	0.0013096975055103374	95752	R12_S11_arg_short
IDC-1	QIB98918.1	ARO:3005012	1	3.361436664739572e-05	95752	R12_S11_arg_short
IMP-16	CAE48334.1	ARO:3002207	1	5.38918590784158e-05	95752	R12_S11_arg_short
IMP-28	AFG73659.1	ARO:3002219	1	5.38918590784158e-05	95752	R12_S11_arg_short
IreK	WKR28567.1	ARO:3007678	2	3.702723002049709e-05	95752	R12_S11_arg_short
KLUC-1	WP_061284984.1	ARO:3006927	3	0.00013675982046954148	95752	R12_S11_arg_short
KPC-112	UIY90578.1	ARO:3008242	2	9.180199443012899e-05	95752	R12_S11_arg_short
KPC-211	WVD92244.1	ARO:3008333	3	0.0001377029916451935	95752	R12_S11_arg_short
KPC-225	XAM74258.1	ARO:3008343	15	0.0006908973629257114	95752	R12_S11_arg_short
KPC-9	ACM91559.1	ARO:3002319	23	0.0010742443909630883	95752	R12_S11_arg_short
Kpne_KpnE	BAH63251.1	ARO:3004580	24	0.002640255707577264	95752	R12_S11_arg_short
Kpne_KpnF	BAH63252.1	ARO:3004583	49	0.005929574276600605	95752	R12_S11_arg_short
Kpne_KpnG	EHL92831.1	ARO:3004588	163	0.005549207514977235	95752	R12_S11_arg_short
Kpne_KpnH	EOU56998.1	ARO:3004597	5	0.00012973966074433435	95752	R12_S11_arg_short
Kpne_OmpK37	CAA09666.1	ARO:3004122	104	0.0036916642026835872	95752	R12_S11_arg_short
Kpne_acrA	CAC41008.1	ARO:3004041	45	0.0015012732171844402	95752	R12_S11_arg_short
LCR-1	CAA40146.1	ARO:3002997	8	0.00040800886413390664	95752	R12_S11_arg_short
LEN-14	AAP93847.1	ARO:3002477	2	0.00017400378029240138	95752	R12_S11_arg_short
LEN-6	AAP93848.1	ARO:3002476	2	0.00016849733154897093	95752	R12_S11_arg_short
LEN-9	AXA30439.1	ARO:3002459	1	4.6380798579681894e-05	95752	R12_S11_arg_short
LHK-1	WP_081666691.1	ARO:3006935	9	0.0003079732718028749	95752	R12_S11_arg_short
LHK-2	WP_104531865.1	ARO:3006936	7	0.00023892057524764343	95752	R12_S11_arg_short
LHK-3	WP_104531866.1	ARO:3006937	2	6.808843576659184e-05	95752	R12_S11_arg_short
LHK-5	WP_104531868.1	ARO:3006939	3	0.00010213265364988776	95752	R12_S11_arg_short
LHK-6	WP_104531869.1	ARO:3006940	5	0.00017022108941647961	95752	R12_S11_arg_short
LRA-12	ACH58990.1	ARO:3002511	2	9.055298770318847e-05	95752	R12_S11_arg_short
LRA-19	ACH59005.1	ARO:3002513	1	4.42235521341153e-05	95752	R12_S11_arg_short
LlmA_23S_CLI	APB03216.1	ARO:3003982	4	0.00018487901656067643	95752	R12_S11_arg_short
LnuH	WP_051021433.1	ARO:3004600	1770	0.09027196118962684	95752	R12_S11_arg_short
LpeA	CAH14032.1	ARO:3004099	1	3.739126177631659e-05	95752	R12_S11_arg_short
LpeB	CAH14033.1	ARO:3004100	27	0.00035409340708764044	95752	R12_S11_arg_short
LpsB	QFQ03949.1	ARO:3005051	46	0.0016684449668909003	95752	R12_S11_arg_short
LptD	AIA35096.1	ARO:3005059	233	0.003961086055966677	95752	R12_S11_arg_short
MCR-10.4	MBO4150342.1	ARO:3007276	1	2.4650535541423527e-05	95752	R12_S11_arg_short
MCR-10.5	WP_242934127.1	ARO:3007274	7	0.00017255374878996467	95752	R12_S11_arg_short
MCR-3.10	ATQ63376.1	ARO:3004504	3	7.367872246698544e-05	95752	R12_S11_arg_short
MCR-3.16	WP_111273845.1	ARO:3007260	1	2.4604970780718494e-05	95752	R12_S11_arg_short
MCR-3.17	WP_111273846.1	ARO:3007278	6	0.00014762982468431094	95752	R12_S11_arg_short
MCR-3.20	BCG06510.1	ARO:3007266	22	0.0006536793799823918	95752	R12_S11_arg_short
MCR-3.3	ASU10319.1	ARO:3004662	17	0.00041828450327221437	95752	R12_S11_arg_short
MCR-3.32	WP_188331891.1	ARO:3007254	9	0.00022144473702646642	95752	R12_S11_arg_short
MCR-3.33	WP_188331892.1	ARO:3007248	2	4.920994156143699e-05	95752	R12_S11_arg_short
MCR-3.38	WP_039039919.1	ARO:3007251	6	0.00014762982468431094	95752	R12_S11_arg_short
MCR-3.4	SBZ31568.1	ARO:3004691	1	2.4559574155661816e-05	95752	R12_S11_arg_short
MCR-3.5	ASU04896.1	ARO:3004505	1	2.4559574155661816e-05	95752	R12_S11_arg_short
MCR-3.6	AST36140.1	ARO:3004503	1	2.4604970780718494e-05	95752	R12_S11_arg_short
MCR-4.2	AVK94777.1	ARO:3004694	27	0.0006631085022028691	95752	R12_S11_arg_short
MCR-4.3	AUI38915.1	ARO:3004695	20	0.0004911914831132364	95752	R12_S11_arg_short
MCR-5.1	ASK40551.1	ARO:3004332	13	0.00031577875821312625	95752	R12_S11_arg_short
MCR-5.2	AVM85875.1	ARO:3004698	51	0.0012410891203122557	95752	R12_S11_arg_short
MCR-7.1	AUR80098.1	ARO:3004517	20	0.0004930107108284705	95752	R12_S11_arg_short
MCR-8.1	AVX52225.1	ARO:3004516	2	4.703635757020743e-05	95752	R12_S11_arg_short
MCR-9.1	WP_001572373.1	ARO:3004684	3	7.395160662427059e-05	95752	R12_S11_arg_short
MOX-12	WP_043155783.1	ARO:3006477	5	0.00017332407802563417	95752	R12_S11_arg_short
MOX-13	WP_096807444.1	ARO:3006478	10	0.00034664815605126833	95752	R12_S11_arg_short
MOX-17	UUT29086.1	ARO:3008385	11	0.0003863434857943423	95752	R12_S11_arg_short
MOX-18	BDS51123.1	ARO:3008386	1	3.4755324262059276e-05	95752	R12_S11_arg_short
MOX-2	CAB82578.1	ARO:3002183	2	6.951064852411855e-05	95752	R12_S11_arg_short
MOX-21	BDS51126.1	ARO:3008389	2	6.951064852411855e-05	95752	R12_S11_arg_short
MOX-5	ACS44783.1	ARO:3002188	2	6.932963121025366e-05	95752	R12_S11_arg_short
MOX-6	ACS44784.1	ARO:3002185	12	0.00041597778726152197	95752	R12_S11_arg_short
MOX-8	AGH56079.1	ARO:3002190	2	6.932963121025366e-05	95752	R12_S11_arg_short
MOX-9	AIG22447.1	ARO:3002191	55	0.0019065648582819758	95752	R12_S11_arg_short
MUN-1	WVP99768.1	ARO:3008394	15	0.0006589747124935002	95752	R12_S11_arg_short
MdtK	AML99881.1	ARO:3001327	151	0.004231588774837209	95752	R12_S11_arg_short
MdtQ	WMY66391.1	ARO:3007682	91	0.0025235985760532335	95752	R12_S11_arg_short
Mef(En2)	AAF74725.1	ARO:3004659	97	0.0032119279892033935	95752	R12_S11_arg_short
MexA	AAG03814.1	ARO:3000377	21	0.0007279611277076635	95752	R12_S11_arg_short
MexB	AAA74437.1	ARO:3000378	700	0.008899620281430843	95752	R12_S11_arg_short
MexC	AAB41956.1	ARO:3000800	190	0.006518414810696015	95752	R12_S11_arg_short
MexD	AAB41957.1	ARO:3000801	358	0.00456459916749808	95752	R12_S11_arg_short
MexE	AAG05881.1	ARO:3000803	13	0.0004169801433754052	95752	R12_S11_arg_short
MexF	AAG05882.1	ARO:3000804	117	0.001465118377711325	95752	R12_S11_arg_short
MexI	AAG07594.1	ARO:3000808	105	0.0013569760827171979	95752	R12_S11_arg_short
MexJ	AAG07065.1	ARO:3003692	6	0.00021703188900601148	95752	R12_S11_arg_short
MexK	AAG07064.1	ARO:3003693	2938	0.038117512326685435	95752	R12_S11_arg_short
MexW	AAG07763.1	ARO:3003031	257	0.003357214251657269	95752	R12_S11_arg_short
Mrx	AAS13767.1	ARO:3003839	102	0.003287533892546266	95752	R12_S11_arg_short
MuxA	AAG05916.1	ARO:3004073	1	3.117397937322882e-05	95752	R12_S11_arg_short
MuxB	AAG05915.1	ARO:3004074	1142	0.014560816338778792	95752	R12_S11_arg_short
MuxC	AAG05914.1	ARO:3004075	245	0.0031449043897110248	95752	R12_S11_arg_short
NPS-1	AAK14791.1	ARO:3004239	2	0.00010200221603347666	95752	R12_S11_arg_short
OCH-3	CAC17623.1	ARO:3002516	7	0.00023830952518307143	95752	R12_S11_arg_short
OKP-A-7	CAJ19605.1	ARO:3002424	1	4.6380798579681894e-05	95752	R12_S11_arg_short
OKP-B-10	CAJ19619.1	ARO:3002443	2	9.276159715936379e-05	95752	R12_S11_arg_short
OKP-B-12	CAG25831.1	ARO:3002445	1	5.042154997109358e-05	95752	R12_S11_arg_short
OKP-B-14	ABL75154.1	ARO:3002447	3	0.00014468792600400766	95752	R12_S11_arg_short
OKP-B-19	CAP12359.2	ARO:3002452	1	4.6380798579681894e-05	95752	R12_S11_arg_short
OKP-B-3	CAJ19611.1	ARO:3002436	1	4.6380798579681894e-05	95752	R12_S11_arg_short
ORN-1	WP_004862397.1	ARO:3006957	8	0.0003646928545854439	95752	R12_S11_arg_short
OXA-1	AFB82783.1	ARO:3001396	1	4.8055195640320235e-05	95752	R12_S11_arg_short
OXA-101	CAL85435.1	ARO:3001439	48	0.0023930407536842616	95752	R12_S11_arg_short
OXA-1016	QWY90353.1	ARO:3008437	4	0.0002063765766258714	95752	R12_S11_arg_short
OXA-1037	BDB16607.1	ARO:3008458	3	0.00015069383991360799	95752	R12_S11_arg_short
OXA-1041	UDL18775.1	ARO:3008460	3	0.00015069383991360799	95752	R12_S11_arg_short
OXA-1043	QUN38553.1	ARO:3008462	1	4.948434644003236e-05	95752	R12_S11_arg_short
OXA-1044	UGY75799.1	ARO:3008463	67	0.0032431140941407387	95752	R12_S11_arg_short
OXA-1046	UHO07581.1	ARO:3008465	1	4.985501570175545e-05	95752	R12_S11_arg_short
OXA-1056	UKC75978.1	ARO:3008474	2	0.00010278987793334906	95752	R12_S11_arg_short
OXA-1057	UKC75979.1	ARO:3008475	1	5.139493896667453e-05	95752	R12_S11_arg_short
OXA-1083	ULU82658.1	ARO:3008501	6	0.00028937585200801533	95752	R12_S11_arg_short
OXA-1085	ULU82660.1	ARO:3008503	127	0.006215197527319211	95752	R12_S11_arg_short
OXA-1086	ULU82664.1	ARO:3008504	3	0.00014956504710526635	95752	R12_S11_arg_short
OXA-1088	ULU82667.1	ARO:3008506	1	4.985501570175545e-05	95752	R12_S11_arg_short
OXA-1091	ABQ37031.1	ARO:3008509	2	9.751860214189527e-05	95752	R12_S11_arg_short
OXA-1153	BDS51117.1	ARO:3008571	1	5.0231279971202655e-05	95752	R12_S11_arg_short
OXA-1158	BDS51122.1	ARO:3008576	11	0.0005525440796832293	95752	R12_S11_arg_short
OXA-1159	BDT38932.1	ARO:3008577	3	0.00015069383991360799	95752	R12_S11_arg_short
OXA-1169	UZQ18796.1	ARO:3008587	1	4.985501570175545e-05	95752	R12_S11_arg_short
OXA-1170	UZQ18797.1	ARO:3008588	1	4.985501570175545e-05	95752	R12_S11_arg_short
OXA-1172	UZQ18799.1	ARO:3008590	18	0.000871284383500497	95752	R12_S11_arg_short
OXA-118	AAK55330.1	ARO:3001768	3	0.00014956504710526635	95752	R12_S11_arg_short
OXA-119	AAN41427.1	ARO:3001775	357	0.017798240605526695	95752	R12_S11_arg_short
OXA-12	AAA83417.1	ARO:3001407	10	0.0005023127997120266	95752	R12_S11_arg_short
OXA-1208	BEK62627.1	ARO:3008620	1	4.840468797224983e-05	95752	R12_S11_arg_short
OXA-129	CAP69660.1	ARO:3001811	169	0.008394059229516086	95752	R12_S11_arg_short
OXA-13	AAC46344.1	ARO:3001408	3	0.00014956504710526635	95752	R12_S11_arg_short
OXA-140	ALL27283.1	ARO:3001452	3	0.0001692113032928225	95752	R12_S11_arg_short
OXA-145	ACN85419.1	ARO:3001804	193	0.009658191030553232	95752	R12_S11_arg_short
OXA-147	ACO72579.1	ARO:3001801	2	9.97100314035109e-05	95752	R12_S11_arg_short
OXA-15	AAB05874.1	ARO:3001410	2	9.64586173360051e-05	95752	R12_S11_arg_short
OXA-16	AAB97924.1	ARO:3001411	2136	0.11020509191821531	95752	R12_S11_arg_short
OXA-161	ACT09125.1	ARO:3001799	1	4.822930866800255e-05	95752	R12_S11_arg_short
OXA-164	ADK34116.1	ARO:3001662	4	0.00018948454366361146	95752	R12_S11_arg_short
OXA-17	ABI63579.1	ARO:3001412	29	0.001445795455350908	95752	R12_S11_arg_short
OXA-198	ADT70779.1	ARO:3001805	4	0.00020245306756454303	95752	R12_S11_arg_short
OXA-2	CAA30246.1	ARO:3001397	73	0.0035207395327641862	95752	R12_S11_arg_short
OXA-205	AEO92079.1	ARO:3001483	9	0.000448695141315799	95752	R12_S11_arg_short
OXA-209	AEM66528.1	ARO:3001809	15	0.0007260703195837475	95752	R12_S11_arg_short
OXA-21	CAA71699.2	ARO:3001416	28	0.0013504206427040713	95752	R12_S11_arg_short
OXA-210	AEE61368.1	ARO:3001487	1	4.822930866800255e-05	95752	R12_S11_arg_short
OXA-211	AEV91550.1	ARO:3001710	85	0.004114398477641236	95752	R12_S11_arg_short
OXA-212	AEV91551.1	ARO:3001711	8	0.00038723750377799867	95752	R12_S11_arg_short
OXA-226	ACM67635.1	ARO:3001800	1	4.822930866800255e-05	95752	R12_S11_arg_short
OXA-233	AID67109.1	ARO:3001495	134	0.006680572104035229	95752	R12_S11_arg_short
OXA-240	AFN20670.1	ARO:3001499	2	9.97100314035109e-05	95752	R12_S11_arg_short
OXA-246	AHC31001.1	ARO:3001807	1	4.985501570175545e-05	95752	R12_S11_arg_short
OXA-251	AER57903.1	ARO:3001500	1	4.985501570175545e-05	95752	R12_S11_arg_short
OXA-256	CCE94500.1	ARO:3001502	155	0.007727527433772094	95752	R12_S11_arg_short
OXA-275	ENV18923.1	ARO:3001731	1	4.720315316442803e-05	95752	R12_S11_arg_short
OXA-281	ENU38533.1	ARO:3001736	301	0.0145698110796472	95752	R12_S11_arg_short
OXA-296	ENU21024.1	ARO:3001751	4	0.00018682511147184147	95752	R12_S11_arg_short
OXA-299	ENV82218.1	ARO:3001754	2	9.57646704486957e-05	95752	R12_S11_arg_short
OXA-3	AAC41449.1	ARO:3001398	18	0.0008681275560240459	95752	R12_S11_arg_short
OXA-309	CCW28916.1	ARO:3001504	1	4.840468797224983e-05	95752	R12_S11_arg_short
OXA-32	AAK58418.1	ARO:3001426	4	0.0001929172346720102	95752	R12_S11_arg_short
OXA-329	AGW16411.1	ARO:3001517	1	4.858134741740403e-05	95752	R12_S11_arg_short
OXA-33	AAG23871.1	ARO:3001427	3	0.00015538469874360356	95752	R12_S11_arg_short
OXA-333	AGW16415.1	ARO:3001521	17	0.0008228796955282472	95752	R12_S11_arg_short
OXA-334	AGW16416.1	ARO:3001522	15	0.0007260703195837475	95752	R12_S11_arg_short
OXA-34	AAK15582.1	ARO:3001428	135	0.00696520946112316	95752	R12_S11_arg_short
OXA-347	AET35493.1	ARO:3001777	21	0.0010164984474172465	95752	R12_S11_arg_short
OXA-348	AGW83446.1	ARO:3001535	1	4.858134741740403e-05	95752	R12_S11_arg_short
OXA-35	AAK49460.1	ARO:3001429	39	0.0019443456123684625	95752	R12_S11_arg_short
OXA-36	AAG24866.1	ARO:3001430	287	0.015466963555505336	95752	R12_S11_arg_short
OXA-37	AAG33665.1	ARO:3001431	18	0.000897390282631598	95752	R12_S11_arg_short
OXA-372	AIG22448.1	ARO:3001558	1	5.159414415646785e-05	95752	R12_S11_arg_short
OXA-373	CDM87362.1	ARO:3001559	299	0.014473001703702701	95752	R12_S11_arg_short
OXA-415	AIG94927.1	ARO:3001606	3	0.00014468792600400766	95752	R12_S11_arg_short
OXA-417	AIU44173.1	ARO:3001608	1	4.858134741740403e-05	95752	R12_S11_arg_short
OXA-427	ARO85965.1	ARO:3003115	22	0.0011050881593664586	95752	R12_S11_arg_short
OXA-444	BAQ55594.1	ARO:3003600	2	9.787712641447577e-05	95752	R12_S11_arg_short
OXA-454	BAR45714.1	ARO:3003610	5	0.0002492750785087772	95752	R12_S11_arg_short
OXA-46	AFP97030.1	ARO:3001797	29	0.001445795455350908	95752	R12_S11_arg_short
OXA-464	ANW35663.1	ARO:3003620	19	0.00099572635690947	95752	R12_S11_arg_short
OXA-472	ALC79287.1	ARO:3003628	1	4.948434644003236e-05	95752	R12_S11_arg_short
OXA-498	WP_063454569.1	ARO:3005729	1	4.840468797224983e-05	95752	R12_S11_arg_short
OXA-5	CAA41211.1	ARO:3001400	59	0.0029304703819020657	95752	R12_S11_arg_short
OXA-504	WP_063864115.1	ARO:3005734	12	0.0006027753596544319	95752	R12_S11_arg_short
OXA-53	AAP43641.1	ARO:3001810	6	0.00028937585200801533	95752	R12_S11_arg_short
OXA-641	WP_109545072.1	ARO:3005333	5	0.0002579707207823392	95752	R12_S11_arg_short
OXA-643	WP_140423312.1	ARO:3005863	12	0.000580856255666998	95752	R12_S11_arg_short
OXA-645	WP_140423314.1	ARO:3005865	237	0.011471911049423212	95752	R12_S11_arg_short
OXA-650	WP_140423317.1	ARO:3005866	1	4.840468797224983e-05	95752	R12_S11_arg_short
OXA-651	WP_058870660.1	ARO:3005867	19	0.0009196890714727468	95752	R12_S11_arg_short
OXA-652	WP_058951457.1	ARO:3005868	1	4.840468797224983e-05	95752	R12_S11_arg_short
OXA-666	WP_092689909.1	ARO:3005878	1	4.670627786796037e-05	95752	R12_S11_arg_short
OXA-677	WP_122630859.1	ARO:3005885	1	4.985501570175545e-05	95752	R12_S11_arg_short
OXA-681	WP_122630881.1	ARO:3005319	5	0.00024202343986124916	95752	R12_S11_arg_short
OXA-7	CAA53242.1	ARO:3001402	16	0.0007976802512280872	95752	R12_S11_arg_short
OXA-724	CAB76928.1	ARO:3004837	5	0.0002511563998560133	95752	R12_S11_arg_short
OXA-726	WP_101150415.1	ARO:3005931	9	0.0004520815197408239	95752	R12_S11_arg_short
OXA-732	WP_072678505.1	ARO:3005937	20	0.0009971003140351088	95752	R12_S11_arg_short
OXA-779	WP_122634438.1	ARO:3005315	1	4.985501570175545e-05	95752	R12_S11_arg_short
OXA-780	WP_049637206.1	ARO:3005983	9	0.0004520815197408239	95752	R12_S11_arg_short
OXA-794	WP_136512086.1	ARO:3005994	2	9.97100314035109e-05	95752	R12_S11_arg_short
OXA-795	WP_136512087.1	ARO:3005995	12	0.0006027753596544319	95752	R12_S11_arg_short
OXA-827	WP_140423320.1	ARO:3006024	1	4.985501570175545e-05	95752	R12_S11_arg_short
OXA-838	QEJ74001.1	ARO:3005316	4	0.0001929172346720102	95752	R12_S11_arg_short
OXA-9	AAA98406.1	ARO:3001404	176	0.00851922508311597	95752	R12_S11_arg_short
OXA-912	WP_040068451.1	ARO:3006099	2	0.00010046255994240531	95752	R12_S11_arg_short
OXA-917	WP_161507793.1	ARO:3006103	4	0.00020092511988481062	95752	R12_S11_arg_short
OXA-926	WP_114268491.1	ARO:3005323	1	4.948434644003236e-05	95752	R12_S11_arg_short
OXA-928	WP_188331877.1	ARO:3006113	1644	0.08352579935974867	95752	R12_S11_arg_short
OXA-950	BCT36858.1	ARO:3008727	2	0.00010046255994240531	95752	R12_S11_arg_short
OXA-956	MBS2780954.1	ARO:3008733	5	0.0002511563998560133	95752	R12_S11_arg_short
OXA-959	QVO43824.1	ARO:3008736	3	0.00015069383991360799	95752	R12_S11_arg_short
OXY-1-4	AAL78276.1	ARO:3002392	1	4.5743261829445724e-05	95752	R12_S11_arg_short
OXY-12-1	QLT77668.1	ARO:3008786	1	4.5743261829445724e-05	95752	R12_S11_arg_short
OXY-3-1	AAN28732.1	ARO:3002409	1	4.605982419504742e-05	95752	R12_S11_arg_short
OXY-5-1	CAI43417.1	ARO:3002411	1	4.5743261829445724e-05	95752	R12_S11_arg_short
OXY-6-2	CAI43423.1	ARO:3002414	1	4.5743261829445724e-05	95752	R12_S11_arg_short
OmpA	CDO13836.1	ARO:3005044	110	0.0039046448297614866	95752	R12_S11_arg_short
OpmB	AAG05913.1	ARO:3004072	4	0.00010670372098091146	95752	R12_S11_arg_short
OpmD	AAG07595.1	ARO:3000809	1	2.7277231951575212e-05	95752	R12_S11_arg_short
OpmH	AAG08359.1	ARO:3003682	21	0.0005787517040160307	95752	R12_S11_arg_short
OprA	BAM10414.1	ARO:3003039	235	0.006684087521809072	95752	R12_S11_arg_short
OprJ	AAB41958.1	ARO:3000802	23	0.0006378326071343337	95752	R12_S11_arg_short
OprM	AAG03816.1	ARO:3000379	43	0.0011777478092013462	95752	R12_S11_arg_short
